,level,level_id,objectid,mill_id,mill,fid_1,globalid,created_user,created_date,last_edited_user,last_edited_date,st_area(shape),st_length(shape),region_id,region,farm_id,farm,block_id,block,paddock_id,variety_id,paddock,variety,plant_date
140,Paddoc,5,109,1,Jagebob Mill,2-H-5,{7E0AEB8B-F8C3-4189-9755-3172C630A381},,,,,11770.28107735,748.5069897344822,1,JAGF,2,2,H,H,5, ,5, , 
141,Paddoc,5,110,1,Jagebob Mill,2-H-6,{1A5504A6-D7A9-462F-AB25-3995AFE755D4},,,,,198370.27825154,1836.8009070949834,1,JAGF,2,2,H,H,6, ,6, , 
142,Paddoc,5,111,1,Jagebob Mill,2-H-7,{D62A20F9-492F-4892-B97B-B1A3C1FE69C2},,,,,14495.66168964,586.9788355751896,1,JAGF,2,2,H,H,7, ,7, , 
143,Paddoc,5,112,1,Jagebob Mill,2-H-8,{EE62385E-9771-4B70-A797-5019AB548B1A},,,,,162067.188192055,1721.6436330370493,1,JAGF,2,2,H,H,8, ,8, , 
144,Paddoc,5,113,1,Jagebob Mill,2-H-9,{CAA8CF4D-49E8-4F2F-A646-BFB3B36A51B6},,,,,49942.76281899,969.800563175893,1,JAGF,2,2,H,H,9, ,9, , 
145,Paddoc,5,114,1,Jagebob Mill,2-H-10,{3D8DDC25-8793-44BD-86C8-2E1B4713450C},,,,,45034.15680456,1062.6134684632034,1,JAGF,2,2,H,H,10, ,10, , 
146,Paddoc,5,115,1,Jagebob Mill,2-H-11,{C91E4237-1D2A-4FCE-98AD-34442A4FD36F},,,,,2133.35513205,1782.6158784132,1,JAGF,2,2,H,H,11, ,11, , 
147,Paddoc,5,116,1,Jagebob Mill,2-H-12,{6F1C12B9-D5E2-4B8A-B7E5-95783FB24FA5},,,,,73562.828332255,2054.9548160471054,1,JAGF,2,2,H,H,12, ,12, , 
148,Paddoc,5,117,1,Jagebob Mill,2-H-13,{81124E3E-0529-4983-B6BA-C4C9B5E8F24F},,,,,576737.374860575,3681.681003281548,1,JAGF,2,2,H,H,13, ,13, , 
149,Paddoc,5,118,1,Jagebob Mill,2-H-14,{9F0D92B3-9BF0-4CA8-BEBD-E540F133B1A2},,,,,567872.553275855,3253.552755538491,1,JAGF,2,2,H,H,14, ,14, , 
150,Paddoc,5,119,1,Jagebob Mill,2-H-15,{9A360376-B02B-4502-9896-4C0E6C1CA55C},,,,,42776.6959389,1359.2714294769266,1,JAGF,2,2,H,H,15, ,15, , 
151,Paddoc,5,120,1,Jagebob Mill,2-H-16,{5428F782-B4DA-4913-8CB7-89C02CBFD7E2},,,,,9600.982653825,424.5053391621651,1,JAGF,2,2,H,H,16, ,16, , 
152,Paddoc,5,121,1,Jagebob Mill,2-I-1,{0F883336-9407-4D02-8289-E310C372B9B1},,,,,88912.031714275,1562.2369814491342,1,JAGF,2,2,I,I,1, ,1, , 
153,Paddoc,5,122,1,Jagebob Mill,2-I-2,{E7DFF96E-04FE-4C1B-8FFD-424113452F2D},,,,,354652.889991895,4770.980683828237,1,JAGF,2,2,I,I,2, ,2, , 
154,Paddoc,5,123,1,Jagebob Mill,2-I-3,{B55CCDAD-980E-4197-8998-C2685CA52F1A},,,,,62590.552060585,1484.4837042939394,1,JAGF,2,2,I,I,3, ,3, , 
155,Paddoc,5,124,1,Jagebob Mill,2-I-4,{E01F69CF-E038-486E-9B12-EAE9AC4D0F35},,,,,240922.250492255,1945.840596678169,1,JAGF,2,2,I,I,4, ,4, , 
156,Paddoc,5,125,1,Jagebob Mill,2-I-5,{62489129-85D9-4036-BDED-144C5D02B666},,,,,111246.70645417,1412.7653321131136,1,JAGF,2,2,I,I,5, ,5, , 
157,Paddoc,5,126,1,Jagebob Mill,2-I-6,{67CC6EB4-338C-400C-9B8F-1D2B7876C9D8},,,,,103215.86721269,1568.1123037011957,1,JAGF,2,2,I,I,6, ,6, , 
158,Paddoc,5,127,1,Jagebob Mill,2-I-7,{EEDD4FDD-6FDA-4CAA-9F58-D6CD0870B8F8},,,,,127662.295273555,1524.9130018709313,1,JAGF,2,2,I,I,7, ,7, , 
159,Paddoc,5,128,1,Jagebob Mill,2-I-8,{2C3D04F9-54ED-4FCF-92B8-B183EFDE2F03},,,,,89996.738355995,1349.3143204811042,1,JAGF,2,2,I,I,8, ,8, , 
160,Paddoc,5,129,1,Jagebob Mill,2-I-9,{E9042DE1-D8F7-46F1-A24E-DE5DE3DDE7F0},,,,,480.7649352,624.8941993122736,1,JAGF,2,2,I,I,9, ,9, , 
161,Paddoc,5,130,1,Jagebob Mill,2-I-10,{9F9C3CDB-0E50-410F-A399-1F1D74EFCA89},,,,,152220.949664575,1898.3445788754668,1,JAGF,2,2,I,I,10, ,10, , 
162,Paddoc,5,131,1,Jagebob Mill,2-I-11,{61E6F455-FF71-4290-84DA-6A883C9ACA0D},,,,,293084.900068215,3491.9867856922983,1,JAGF,2,2,I,I,11, ,11, , 
163,Paddoc,5,132,1,Jagebob Mill,2-I-12,{9C688BC5-8113-4235-AAA1-553E52F5D936},,,,,132397.63727895,2257.5437511619534,1,JAGF,2,2,I,I,12, ,12, , 
164,Paddoc,5,133,1,Jagebob Mill,2-I-13,{DCF45B6C-CF3A-44E5-A58A-12A6F9B078A7},,,,,3265.263249595,1125.6451313306018,1,JAGF,2,2,I,I,13, ,13, , 
165,Paddoc,5,134,1,Jagebob Mill,2-I-14,{89820E69-3B4A-48F1-BC02-9A9E82B782AD},,,,,212130.392702155,3382.4987641292705,1,JAGF,2,2,I,I,14, ,14, , 
